iteration,reward_mean,length_mean,games,loss
500,-1.0,2.0,8,0.013765815645456314
1000,-1.0,2.0,8,0.009735727682709694
1500,-0.38,2.62,8,0.0053291330114007
2000,-0.25,2.75,8,0.008649608120322227
2500,0.5,2.5,8,0.005253197159618139
3000,0.88,2.88,8,0.007221019361168146
3500,0.38,2.62,8,0.0035931903403252363
