iteration,reward_mean,length_mean,games,loss
31500,-0.12,2.0,8,0.0014381265500560403
32000,-0.38,2.12,8,0.00048256429727189243
32500,0.0,2.0,8,0.00025002603069879115
33000,-0.25,2.0,8,0.00120468286331743
33500,-0.5,2.0,10,0.002816359046846628
34000,-0.12,2.12,8,0.0001857696770457551
34500,0.0,2.12,8,0.002512684790417552
35000,-0.45,2.0,11,0.00014362073852680624
35500,0.0,2.0,8,9.68143722275272e-05
36000,-0.12,2.0,8,0.0015425676247105002
36500,-0.12,2.12,8,0.0026369637344032526
37000,0.0,2.0,8,0.0028696667868644
37500,-0.12,2.12,8,0.00014358585758600384
38000,0.25,2.38,8,0.001517734955996275
38500,-0.12,2.0,8,0.000165681354701519
39000,-0.12,2.12,8,0.00016084367234725505
39500,0.0,2.12,8,0.001216802396811545
40000,-0.22,2.0,9,0.0004101727099623531
40500,0.12,2.25,8,0.00020045293786097318
41000,-0.22,2.11,9,0.0016457431484013796
41500,-0.4,2.1,10,0.0002797752676997334
42000,-0.12,2.0,8,0.0014932893682271242
42500,-0.3,2.0,10,0.0001521087106084451
43000,0.0,2.25,8,0.0011419652728363872
43500,0.09,2.64,11,0.002058793092146516
44000,0.0,2.38,8,0.0003670445876196027
44500,0.25,2.25,8,0.00014433932665269822
45000,0.12,2.12,8,0.00021255559113342315
45500,0.0,2.0,8,0.0026818036567419767
46000,-0.22,2.22,9,0.0014742397470399737
46500,-0.38,2.12,8,0.0013937694020569324
47000,0.38,2.38,8,0.0022794899996370077
47500,-0.11,2.22,9,0.0023753514979034662
48000,0.38,2.5,8,0.00039540103171020746
48500,-0.5,2.1,10,0.00014370585267897695
49000,0.0,2.55,11,0.005068349651992321
49500,-0.38,2.0,8,0.0014218810247257352
50000,-0.25,2.0,8,0.0016127602430060506
50500,0.33,2.67,9,0.00026540772523730993
51000,-0.22,2.22,9,0.0003288082662038505
51500,-0.12,2.12,8,0.00014181547157932073
52000,-0.12,2.25,8,0.00022863947378937155
52500,0.22,2.56,9,0.002274694386869669
53000,0.25,2.5,8,0.0002156174014089629
53500,0.25,2.25,8,0.0011406100820749998
54000,-0.25,2.0,8,0.0004496256588026881
54500,-0.5,2.1,10,0.0006314312340691686
55000,0.25,2.38,8,0.00046195584582164884
55500,0.0,2.6,10,0.0002468754246365279
56000,0.0,2.5,10,0.002147986553609371
56500,0.5,2.75,8,0.001707218587398529
57000,0.44,2.89,9,0.0028368132188916206
57500,0.12,2.12,8,0.00018420293054077774
58000,0.0,2.5,10,0.0007641467382200062
58500,0.22,2.44,9,0.0011484978022053838
59000,0.11,2.33,9,0.0025310867931693792
59500,0.0,2.38,8,0.0009700701921246946
60000,0.0,2.44,9,0.0004193386994302273
60500,-0.12,2.25,8,0.0025177535135298967
61000,0.12,2.25,8,0.002145098987966776
61500,0.12,2.12,8,0.0003277889045421034
62000,1.12,3.12,8,0.000657101918477565
62500,0.12,2.62,8,0.0019662079866975546
63000,0.3,2.7,10,0.006550034042447805
63500,-0.11,2.44,9,0.0007308293133974075
64000,-0.2,2.3,10,0.0002500660193618387
64500,-0.11,2.22,9,0.0001978462969418615
65000,1.75,4.75,8,0.0025424521882086992
65500,0.4,3.0,10,0.0006086148787289858
66000,0.12,2.12,8,0.0009042271412909031
66500,0.3,2.8,10,0.0035362427588552237
67000,0.62,2.75,8,0.005240891594439745
67500,0.5,3.08,12,0.0008055971702560782
68000,0.12,2.25,8,0.00046939245657995343
68500,0.62,2.75,8,0.003701099893078208
69000,0.12,2.25,8,0.005779034458100796
69500,0.88,3.0,8,0.0004993027541786432
70000,0.44,2.78,9,0.006720791570842266
70500,0.5,2.62,8,0.0029732375405728817
71000,0.6,3.2,10,0.0022542390506714582
71500,0.12,2.38,8,0.0031650566961616278
72000,0.25,2.62,8,0.0044449614360928535
72500,0.62,2.62,8,0.0006153729045763612
73000,0.38,2.38,8,0.004790496546775103
73500,1.25,4.25,8,0.0005648830556310713
74000,0.33,2.89,9,0.0017748343525454402
74500,0.12,2.38,8,0.006333659403026104
75000,0.0,2.33,9,0.0008063124259933829
75500,0.62,3.12,8,0.0019637360237538815
76000,0.38,2.62,8,0.0024310206063091755
76500,0.5,2.75,8,0.002608803566545248
77000,0.0,2.33,9,0.0010435237782076001
77500,1.12,3.12,8,0.001345740514807403
78000,0.1,2.7,10,0.0015524061163887382
78500,0.0,2.55,11,0.0007695390377193689
79000,0.12,2.38,8,0.003099811263382435
79500,0.62,2.75,8,0.0056731440126895905
80000,0.5,2.88,8,0.004422261845320463
80500,1.56,4.0,9,0.00035225486499257386
81000,1.25,3.25,8,0.004511537961661816
81500,3.17,5.75,12,0.011743271723389626
82000,1.0,4.0,8,0.0008218596340157092
82500,0.22,2.67,9,0.005629406776279211
83000,2.25,5.25,8,0.0011507094604894519
83500,2.0,4.64,11,0.0010999662335962057
84000,0.88,3.88,8,0.0015018043341115117
84500,1.62,4.62,8,0.0016642911359667778
85000,1.25,3.83,12,0.0011007103603333235
85500,1.75,4.75,8,0.0007535917684435844
86000,1.33,3.78,9,0.002805890515446663
86500,2.38,5.38,8,0.006869900040328503
87000,0.78,3.78,9,0.005730781704187393
87500,2.12,5.12,8,0.0020855795592069626
88000,1.5,4.5,8,0.0020205241162329912
88500,2.0,5.0,8,0.000811223522759974
89000,2.0,5.0,8,0.002417127601802349
89500,2.9,5.4,10,0.007123684510588646
90000,0.62,3.62,8,0.004140470176935196
90500,2.0,5.0,8,0.011906477622687817
91000,1.38,4.38,8,0.006001656875014305
91500,2.62,5.62,8,0.008757414296269417
92000,1.12,4.12,8,0.0026820555794984102
92500,2.0,5.0,8,0.014030351303517818
93000,4.62,7.62,8,0.004130275454372168
93500,3.3,6.0,10,0.0025085306260734797
94000,1.75,4.75,8,0.002176764188334346
94500,1.5,4.5,8,0.007779052015393972
95000,2.62,5.62,8,0.009736664593219757
95500,1.12,4.12,8,0.009819184429943562
96000,-0.25,2.75,8,0.001631820690818131
96500,4.0,7.0,8,0.002199634211137891
97000,0.88,3.88,8,0.004952043294906616
97500,4.12,7.12,8,0.009303063154220581
98000,2.62,5.62,8,0.009656052105128765
98500,2.38,5.38,8,0.0029277997091412544
99000,1.25,4.25,8,0.019536195322871208
99500,2.62,5.62,8,0.010753832757472992
100000,3.25,6.25,8,0.0037584397941827774
